text,label
"hello i need to know if this hair dryer is for 110 v & 220 v, because i live in argentina (220v) best regards, camila",Personal Care
"Black people who bought this, or anyone with thick/kinky hair, does this work? Not as a curler, but just something to blowdry my hair in general",Personal Care
My stylist says the reason my short hair looks frizzy is that I don't dry the ends thoroughly. Will this tool make sure the ends are dry?,Personal Care
Has anyone from Arizona used this? Is it good for mature skin. I want to get it for my mom.,Personal Care
Will this make my skin oily if I don't have dry skin?,Personal Care
What's the difference between this creme and the Eucerin Q10 Anti-Wrinkle Sensitive Skin Lotion? (other than the spf 15 and size.),Personal Care
"I have combination skin, oily in T-Zone will this cream make my face oily?",Personal Care
Will this shampoo damage hair highlights?,Personal Care
Is it recommended for someone with dry hair?,Personal Care
"I can't do much due to back prob, and my oily hair has built a force field, ON my scalp! Would  this wotk? Or, woud using half first time help?  Thx",Personal Care
"I'm having surgery, and I have fairly long, straight, fine, hair (down to my bra line).  Will No Rinse work on long hair?",Personal Care
Does this have any affect on semi-permanent colored hair?,Personal Care
The dimensions given are 5 X 12 X 4.  Which part of this hair dryer is a foot long?,Personal Care
does this dry at a certain point or does it make your hair look greasy all day long and  can i dry my hair,Personal Care
can I use hair spray after applying rogaine,Personal Care
will this work if i put hair products like hair gel??,Personal Care
"When shampooing the Rogaine out of your hair, the product along with the shampoo when rinsing runs  down your body when showering, could it cause body hair to grow?",Personal Care
where can I buy the renak hair brush,Personal Care
Has anyone found a hot electric hair styling brush as good as the original renac (orange handle)?,Personal Care
Do you have hair fiber?,Personal Care
"What color for Asian eyes? Hi, I usually don't wear eyeshadow unless there's a special occasion,  but when that happens, I'm at a loss for what color will look good on me.  I am Asian, and have light skin and brown eyes, and would like to get a more subtle look.  Are there any colors that people would recommend?



    What color for Asian eyes? Hi, I usually don't wear eyeshadow unless there's a special occasion,  but when that happens, I'm at a loss for what color will look good on me.  I am Asian,...
      » 
Read More


   What color for Asian eyes? Hi, I usually don't wear eyeshadow unless there's a special occasion,  but when that happens, I'm at a loss for what color will look good on me.  I am Asian, and have light skin and brown eyes, and would like to get a more subtle look.  Are there any colors that people would recommend?
      « 

Show Less",Personal Care
I have baby fine hair that sits just above my shoulders.  Has anyone with fine hair used these?  I've never used hot curlers before.,Personal Care
"Will they work on chin length, thick hair?  Would like a quicker way to style rather than curling iron or flat iron and would like soft curls.",Personal Care
Where can I purchase Obagi nu-derm AM Healthy Skin protection SPF 35 6 broad spectrum UVA/uvb sunscreen?,Personal Care
"Which would be better for me; clenziderm pore therapy or nu-derm toner?, I am 52 with a combination, Scandinavian skin, I want smaller pores",Personal Care
Is the shampoo blue or purple in color. My stylist recommends a blue (grey hair shampoo) but neither of us can find one.,Personal Care
Does this product turn white/gray hair to blue or purple?,Personal Care
want my grey hair more silver,Personal Care
Does this product lighten the hair?,Personal Care
I have strawberry red hair and fair skin. Anybody out there who has the same and loves this color? Thanks,Personal Care
Does this color look good on people with pale skin/cool undertones? :),Personal Care
My hair is mostly brown but with patches of gray.  What does it do to the brown hair?,Personal Care
Does this hair dryer have an Ion setting?  What setting would work for naturally curly hair that is thin but lots of it? (Hair not corse),Personal Care
Have you found another shampoo that works like this one used to? I've tried others but it doesn't leave my hair dry and fuller like this shampoo did.,Personal Care
Will this remove silicones from my hair?,Personal Care
Could be used after oiling hair?,Personal Care
Is this safe for color treated hair?,Personal Care
Can you use this for balayage?  is there much swelling with this on the hair?,Personal Care
Can you use this bleach over hennad hair?,Personal Care
Can you use this to bleach the tips for ombré hair style?,Personal Care
Can this be used to bleach hair all over? I need to remove the different colors from my daughters hair so I can apply one even tone.,Personal Care
Can you use this to bleach dyed dark brown hair?,Personal Care
will this hair dryer work in italy,Personal Care
Does this hair dryer come with the concentrator nozzle?,Personal Care
"I'm pretty sure it will, but just want to make sure before I purchase......will this hair dryer work in Norway? Thank you!",Personal Care
How many watts is this hair dryer? Does this work in Australia?,Personal Care
Will this hair dryer work in Bangladesh,Personal Care
"How wide is the opening that fits onto the hair dryer?  The barrel end of my hair dryer is about 2""",Personal Care
Will this diffuser fit the Rimini 1500W Tourmaline Ionic Ceramic Professional Hair Dryer by Xtava?,Personal Care
Does it work on all hair colors?,Personal Care
